sample_id,variety,region,quality_score,quality_category,sugar_content_brix,acidity_ph,cluster_weight_g,berry_size_mm,harvest_date,sun_exposure_hours,soil_moisture_percent,rainfall_mm
717,Merlot,Rioja,1.8,Medium,11.16,3.71,151.99,18.94,2023-09-11,7.1,33.6,334.0
718,Pinot Noir,Bordeaux,2.77,High,23.9,4.16,73.68,24.94,2023-08-21,7.8,47.5,753.4
719,Zinfandel,Sonoma,2.59,High,29.67,3.99,182.84,16.53,2023-08-15,6.6,39.2,455.5
720,Pinot Noir,Napa Valley,2.07,Medium,14.78,2.83,128.31,23.81,2023-08-15,6.9,41.6,791.3
721,Chardonnay,Barossa Valley,1.48,Low,12.84,4.06,153.02,15.18,2023-09-10,6.6,60.9,532.4
722,Merlot,Bordeaux,1.52,Medium,12.43,3.9,300.37,10.82,2023-08-25,8.5,33.0,758.5
723,Pinot Noir,Loire Valley,2.27,Medium,16.07,3.89,330.65,13.06,2023-08-17,10.8,63.1,203.2
724,Cabernet Sauvignon,Sonoma,1.66,Medium,12.02,3.44,105.72,16.28,2023-08-17,6.8,47.1,648.9
725,Cabernet Sauvignon,Sonoma,2.15,Medium,23.84,3.36,161.75,13.29,2023-09-14,6.8,53.8,741.8
726,Sauvignon Blanc,Barossa Valley,1.66,Medium,11.25,3.22,328.59,10.0,2023-08-12,9.9,33.6,283.8
727,Merlot,Tuscany,2.46,Medium,20.19,2.89,68.54,23.73,2023-09-01,7.2,43.5,257.7
728,Merlot,Napa Valley,3.0,High,29.93,3.12,77.71,22.66,2023-08-17,6.6,33.6,454.7
729,Sauvignon Blanc,Sonoma,2.8,High,26.28,3.15,98.84,21.13,2023-09-21,7.0,68.5,760.2
730,Pinot Noir,Barossa Valley,2.82,High,22.3,3.48,228.56,12.52,2023-08-01,11.5,62.3,525.4
731,Merlot,Barossa Valley,2.22,Medium,16.13,3.85,95.14,11.81,2023-09-21,10.9,48.4,516.5
732,Cabernet Sauvignon,Bordeaux,2.16,Medium,22.48,3.46,340.42,11.01,2023-08-17,8.1,38.9,284.7
733,Cabernet Sauvignon,Loire Valley,2.85,High,20.54,2.88,184.01,20.86,2023-08-23,9.9,67.3,200.5
734,Zinfandel,Tuscany,2.68,High,18.52,4.14,200.46,23.93,2023-08-16,9.2,43.8,686.1
735,Chardonnay,Napa Valley,2.12,Medium,12.61,4.12,124.0,16.46,2023-08-11,10.1,36.4,252.5
736,Merlot,Rioja,2.77,High,27.73,3.9,191.29,11.79,2023-09-11,10.1,52.5,580.3
737,Pinot Noir,Mendoza,2.51,High,19.0,4.19,248.57,17.69,2023-09-28,9.8,67.8,748.8
738,Sauvignon Blanc,Loire Valley,1.83,Medium,13.89,3.56,275.35,15.23,2023-08-25,7.6,30.2,325.2
739,Sauvignon Blanc,Loire Valley,1.69,Medium,17.36,4.15,276.16,15.62,2023-08-27,6.2,39.5,599.2
740,Pinot Noir,Bordeaux,2.42,Medium,18.28,2.91,223.37,19.32,2023-08-24,8.7,67.5,247.2
741,Riesling,Rioja,3.55,Premium,26.55,3.31,321.31,20.78,2023-08-04,11.3,36.8,562.3
742,Syrah,Sonoma,2.46,Medium,24.67,3.12,295.22,11.66,2023-08-09,9.4,34.5,298.4
743,Chardonnay,Sonoma,2.68,High,25.39,3.07,277.11,10.53,2023-09-10,11.0,52.8,641.6
744,Sauvignon Blanc,Bordeaux,2.67,High,10.22,3.0,66.68,24.91,2023-09-21,11.9,64.5,380.7
745,Merlot,Barossa Valley,1.86,Medium,18.32,3.67,52.06,13.49,2023-08-20,7.0,49.1,478.0
746,Chardonnay,Sonoma,2.23,Medium,19.63,3.89,113.73,10.81,2023-09-09,10.2,69.8,559.7
747,Merlot,Tuscany,1.85,Medium,10.38,3.61,249.06,12.85,2023-09-19,10.0,57.2,302.8
748,Riesling,Napa Valley,2.21,Medium,15.2,3.01,173.36,10.58,2023-09-20,11.9,33.0,645.0
749,Cabernet Sauvignon,Loire Valley,3.18,High,25.21,3.94,170.72,15.88,2023-08-16,11.9,69.7,381.6
750,Chardonnay,Loire Valley,2.6,High,12.74,3.69,315.38,22.04,2023-08-21,10.1,46.3,597.4
751,Zinfandel,Tuscany,2.19,Medium,20.71,3.34,318.67,15.12,2023-08-09,7.5,41.5,295.0
752,Sauvignon Blanc,Rioja,2.44,Medium,14.3,3.74,322.75,16.66,2023-09-24,10.8,52.3,612.9
753,Chardonnay,Sonoma,1.7,Medium,10.24,3.16,144.16,20.13,2023-08-10,6.6,42.2,276.9
754,Chardonnay,Loire Valley,2.53,High,14.82,3.28,257.32,17.63,2023-09-18,10.7,33.5,455.2
755,Chardonnay,Mendoza,3.74,Premium,29.52,4.08,131.49,22.92,2023-08-11,11.5,30.1,348.3
756,Syrah,Rioja,3.07,High,26.03,3.21,107.18,22.99,2023-09-15,8.3,48.0,649.0
757,Chardonnay,Napa Valley,2.78,High,29.19,3.46,105.39,10.15,2023-09-24,9.8,63.5,357.2
758,Merlot,Napa Valley,2.66,High,19.76,4.05,152.63,21.67,2023-08-10,8.6,52.9,729.0
759,Cabernet Sauvignon,Loire Valley,1.95,Medium,12.19,3.79,178.99,16.91,2023-08-06,8.6,70.0,735.1
760,Riesling,Bordeaux,2.62,High,20.96,2.89,299.28,24.83,2023-08-15,7.9,41.5,317.9
761,Pinot Noir,Rioja,2.67,High,19.09,3.01,85.97,17.25,2023-09-09,10.6,41.2,568.3
762,Chardonnay,Loire Valley,3.57,Premium,26.89,2.81,270.48,24.8,2023-08-15,11.6,36.4,252.6
763,Sauvignon Blanc,Bordeaux,2.76,High,11.96,3.68,209.44,21.32,2023-09-09,11.6,36.6,434.9
764,Chardonnay,Loire Valley,1.98,Medium,19.76,3.43,136.38,13.73,2023-09-15,7.0,41.4,628.0
765,Sauvignon Blanc,Mendoza,2.46,Medium,13.0,2.99,197.85,18.08,2023-08-23,11.2,61.7,595.7
766,Merlot,Rioja,2.76,High,16.49,4.14,139.98,24.88,2023-09-29,10.4,66.2,574.8
767,Sauvignon Blanc,Barossa Valley,2.92,High,24.75,3.54,228.82,22.86,2023-09-16,7.5,69.0,369.5
768,Zinfandel,Napa Valley,1.65,Medium,19.52,3.14,180.15,11.46,2023-09-07,6.4,39.3,426.8
769,Pinot Noir,Loire Valley,2.42,Medium,17.52,3.5,99.32,20.6,2023-08-23,7.6,65.3,261.8
770,Cabernet Sauvignon,Mendoza,2.67,High,17.89,3.75,84.97,15.18,2023-08-10,11.5,43.1,631.4
771,Sauvignon Blanc,Bordeaux,2.04,Medium,19.19,2.91,214.01,10.1,2023-08-12,9.8,34.5,502.3
772,Sauvignon Blanc,Bordeaux,2.98,High,25.7,3.18,320.72,16.05,2023-09-18,10.3,64.8,625.3
773,Cabernet Sauvignon,Napa Valley,2.45,Medium,27.84,3.93,153.19,13.52,2023-08-25,7.5,55.4,349.4
774,Pinot Noir,Tuscany,3.65,Premium,29.11,3.44,269.9,22.28,2023-08-24,10.3,36.6,394.7
775,Chardonnay,Loire Valley,2.3,Medium,25.74,3.57,247.6,15.06,2023-09-21,6.2,47.2,400.5
776,Sauvignon Blanc,Rioja,2.54,High,16.31,3.41,329.47,22.41,2023-09-22,8.3,41.5,215.4
777,Cabernet Sauvignon,Sonoma,2.3,Medium,23.76,2.86,296.29,10.01,2023-08-08,9.8,59.5,404.6
778,Zinfandel,Bordeaux,1.87,Medium,18.75,3.03,219.98,14.62,2023-09-28,6.9,48.1,682.0
779,Zinfandel,Rioja,2.34,Medium,15.09,3.42,247.11,13.62,2023-09-12,10.9,69.6,738.4
780,Merlot,Rioja,2.37,Medium,26.82,3.09,319.52,13.5,2023-08-14,7.4,32.2,510.9
781,Cabernet Sauvignon,Barossa Valley,1.61,Medium,10.77,2.87,169.86,11.02,2023-09-28,9.9,44.2,473.3
782,Merlot,Rioja,2.55,High,28.04,3.98,148.04,12.81,2023-09-29,8.4,49.3,218.5
783,Zinfandel,Rioja,2.54,High,19.23,4.17,53.24,18.33,2023-08-29,9.6,50.1,727.5
784,Pinot Noir,Barossa Valley,2.05,Medium,22.74,3.91,297.97,14.37,2023-08-11,6.6,42.6,207.8
785,Chardonnay,Bordeaux,2.1,Medium,23.19,4.0,290.29,16.26,2023-08-23,6.1,59.2,766.9
786,Cabernet Sauvignon,Rioja,3.28,High,27.9,3.14,81.34,15.65,2023-08-10,11.5,65.0,493.5
787,Riesling,Tuscany,2.67,High,22.73,4.14,223.06,23.14,2023-09-10,7.6,67.5,405.2
788,Zinfandel,Tuscany,3.25,High,22.28,3.08,189.19,23.58,2023-08-25,10.9,62.2,754.5
789,Zinfandel,Mendoza,2.41,Medium,11.33,4.13,85.61,17.39,2023-08-15,12.0,64.0,214.6
790,Riesling,Barossa Valley,2.0,Medium,20.37,4.19,344.17,14.95,2023-09-16,7.3,52.0,548.9
791,Syrah,Mendoza,1.48,Low,13.0,3.8,114.41,11.6,2023-09-26,7.6,63.0,529.4
792,Zinfandel,Barossa Valley,3.18,High,24.75,4.17,70.17,24.3,2023-09-22,10.0,42.1,331.6
793,Sauvignon Blanc,Loire Valley,2.62,High,20.24,3.6,228.45,10.9,2023-09-06,11.8,45.9,457.3
794,Pinot Noir,Loire Valley,2.94,High,23.6,3.16,271.66,14.46,2023-08-08,11.5,42.7,591.4
795,Cabernet Sauvignon,Rioja,1.83,Medium,10.83,3.41,59.73,14.47,2023-08-22,9.0,48.7,636.3
796,Riesling,Sonoma,2.19,Medium,11.7,3.63,247.62,14.81,2023-08-26,10.8,41.4,200.4
797,Sauvignon Blanc,Loire Valley,2.01,Medium,24.33,2.9,209.69,12.46,2023-09-06,6.8,68.5,762.1
798,Riesling,Sonoma,2.81,High,11.44,3.67,80.98,21.75,2023-08-25,11.9,42.5,298.7
799,Cabernet Sauvignon,Loire Valley,2.01,Medium,11.43,4.17,101.76,11.84,2023-08-10,11.8,33.9,340.1
800,Merlot,Napa Valley,1.71,Medium,10.24,3.07,220.39,19.52,2023-09-28,7.0,51.1,358.1
801,Cabernet Sauvignon,Loire Valley,2.47,Medium,29.13,3.91,138.91,11.86,2023-09-28,7.8,32.3,222.7
802,Syrah,Mendoza,1.91,Medium,24.75,4.07,331.49,11.06,2023-09-17,6.6,34.4,273.8
803,Cabernet Sauvignon,Bordeaux,2.34,Medium,17.07,4.12,295.62,23.64,2023-09-21,7.6,38.8,791.8
804,Cabernet Sauvignon,Rioja,2.2,Medium,15.93,4.14,345.07,12.85,2023-09-25,10.9,48.6,389.1
805,Syrah,Mendoza,2.6,High,16.99,3.53,127.9,22.32,2023-08-12,8.3,47.3,269.2
806,Pinot Noir,Bordeaux,2.39,Medium,25.49,4.17,340.92,18.17,2023-08-04,6.5,62.0,264.2
807,Zinfandel,Tuscany,2.13,Medium,23.23,3.86,179.37,11.17,2023-08-23,8.1,59.6,631.7
808,Cabernet Sauvignon,Mendoza,2.89,High,13.7,3.03,154.26,24.33,2023-09-22,11.9,47.1,712.7
809,Syrah,Tuscany,2.08,Medium,13.48,3.47,65.1,13.7,2023-08-16,9.8,43.3,354.2
810,Sauvignon Blanc,Sonoma,2.26,Medium,11.97,3.81,65.83,22.89,2023-08-30,8.5,42.7,212.5
811,Merlot,Sonoma,2.04,Medium,23.21,3.15,257.6,12.53,2023-09-08,7.0,61.0,333.9
812,Merlot,Napa Valley,3.65,Premium,25.29,3.7,187.38,22.81,2023-09-22,11.9,32.1,233.9
813,Cabernet Sauvignon,Loire Valley,2.09,Medium,15.3,3.73,117.96,10.2,2023-09-02,10.9,30.5,262.0
814,Pinot Noir,Mendoza,1.7,Medium,10.42,3.03,234.19,17.68,2023-09-24,7.7,61.8,458.9
815,Pinot Noir,Tuscany,1.91,Medium,11.64,3.59,125.86,21.54,2023-08-07,6.4,49.1,338.0
816,Sauvignon Blanc,Bordeaux,2.92,High,29.36,3.88,223.29,24.02,2023-09-22,6.3,35.2,509.6
817,Cabernet Sauvignon,Sonoma,2.27,Medium,15.91,3.5,157.76,23.64,2023-08-20,6.7,39.4,352.1
818,Merlot,Loire Valley,3.14,High,25.38,2.82,297.07,22.29,2023-09-03,9.5,67.3,764.3
819,Pinot Noir,Sonoma,3.31,High,22.49,2.81,296.21,23.32,2023-08-03,11.6,64.4,743.6
820,Cabernet Sauvignon,Bordeaux,2.11,Medium,17.64,3.3,193.21,12.99,2023-08-08,9.0,58.4,540.1
821,Riesling,Loire Valley,2.23,Medium,14.11,4.1,155.25,14.26,2023-08-15,11.1,49.3,412.7
822,Pinot Noir,Loire Valley,1.79,Medium,12.43,3.12,158.77,14.33,2023-08-24,8.7,50.8,428.7
823,Syrah,Tuscany,2.78,High,22.3,3.69,291.71,15.66,2023-09-23,10.3,69.0,447.1
824,Riesling,Tuscany,2.96,High,25.49,3.11,148.45,15.9,2023-09-16,10.4,68.6,636.5
825,Zinfandel,Mendoza,2.42,Medium,22.88,3.25,112.72,18.17,2023-09-29,7.0,38.6,471.0
826,Pinot Noir,Mendoza,2.04,Medium,20.61,3.99,75.41,12.4,2023-08-13,8.2,62.4,714.0
827,Merlot,Barossa Valley,2.3,Medium,10.84,3.82,190.01,20.37,2023-09-25,9.8,37.9,766.5
828,Chardonnay,Rioja,2.25,Medium,29.37,2.93,194.64,12.51,2023-09-02,6.4,38.5,401.6
829,Riesling,Barossa Valley,2.61,High,25.97,3.4,302.27,14.65,2023-08-03,8.2,57.0,536.4
830,Zinfandel,Napa Valley,2.22,Medium,15.86,2.84,116.37,17.55,2023-09-27,9.2,46.2,257.0
831,Sauvignon Blanc,Sonoma,3.97,Premium,29.6,3.47,164.3,21.95,2023-09-11,12.0,67.3,320.3
832,Sauvignon Blanc,Mendoza,2.87,High,22.04,3.73,292.52,21.09,2023-09-25,8.8,33.6,448.1
833,Merlot,Tuscany,3.03,High,21.65,2.97,297.09,19.68,2023-09-09,10.9,50.5,323.7
834,Pinot Noir,Bordeaux,2.41,Medium,24.96,3.2,165.38,12.34,2023-08-12,8.6,66.7,725.9
835,Cabernet Sauvignon,Tuscany,3.29,High,26.24,3.36,187.74,18.21,2023-09-19,10.8,66.2,295.0
836,Pinot Noir,Sonoma,2.33,Medium,23.13,4.09,140.99,11.31,2023-08-28,9.6,36.3,473.4
837,Merlot,Barossa Valley,2.24,Medium,12.56,4.19,329.77,15.66,2023-09-20,11.3,44.7,563.4
838,Sauvignon Blanc,Tuscany,2.08,Medium,16.77,2.86,85.59,16.2,2023-09-15,8.5,54.8,615.1
839,Pinot Noir,Rioja,2.66,High,28.56,3.87,330.12,10.6,2023-09-18,9.6,36.4,429.8
840,Sauvignon Blanc,Napa Valley,2.13,Medium,14.49,3.32,255.16,14.11,2023-08-23,9.8,68.7,721.5
841,Riesling,Sonoma,2.63,High,17.44,3.35,209.47,24.33,2023-09-23,8.5,66.6,541.0
842,Zinfandel,Barossa Valley,2.38,Medium,18.64,3.86,59.8,24.3,2023-08-21,6.9,36.7,463.7
843,Cabernet Sauvignon,Rioja,1.83,Medium,18.79,4.09,192.68,15.28,2023-09-25,6.6,34.8,240.3
844,Riesling,Bordeaux,1.64,Medium,22.26,4.13,172.32,10.65,2023-08-29,6.1,33.4,478.8
845,Sauvignon Blanc,Barossa Valley,3.15,High,28.86,3.61,98.37,12.69,2023-08-11,11.2,66.4,692.4
846,Sauvignon Blanc,Loire Valley,1.86,Medium,14.81,3.3,246.92,15.88,2023-08-27,7.4,37.7,568.7
847,Chardonnay,Rioja,2.06,Medium,12.43,3.9,341.35,24.22,2023-09-24,7.3,46.7,699.3
848,Chardonnay,Rioja,2.02,Medium,13.95,3.15,218.66,12.12,2023-09-25,10.4,48.0,496.4
849,Riesling,Napa Valley,3.12,High,27.74,3.59,264.43,21.45,2023-08-18,7.9,54.0,271.1
850,Syrah,Sonoma,2.33,Medium,22.92,3.3,70.54,11.63,2023-08-08,9.0,32.9,208.2
851,Riesling,Bordeaux,2.25,Medium,15.72,3.72,175.3,24.72,2023-08-26,7.0,39.1,381.9
852,Chardonnay,Napa Valley,3.24,High,26.32,3.14,84.91,15.72,2023-08-31,11.8,67.3,618.8
853,Sauvignon Blanc,Barossa Valley,3.55,Premium,27.23,3.07,233.84,21.63,2023-08-21,11.1,66.3,674.2
854,Merlot,Napa Valley,3.08,High,26.93,4.09,331.54,15.14,2023-09-19,11.2,61.3,377.5
855,Riesling,Rioja,2.99,High,28.38,2.94,248.53,19.42,2023-09-20,8.4,30.8,497.4
856,Sauvignon Blanc,Sonoma,2.26,Medium,15.04,3.51,73.04,12.88,2023-08-20,10.6,43.1,452.7
857,Merlot,Mendoza,2.1,Medium,25.1,3.11,156.4,12.19,2023-09-07,6.9,55.1,446.3
858,Merlot,Napa Valley,2.21,Medium,19.21,2.85,215.2,24.07,2023-08-28,6.1,41.0,338.8
859,Chardonnay,Loire Valley,2.66,High,26.84,2.85,170.96,23.76,2023-08-25,6.1,66.4,281.8
860,Riesling,Napa Valley,3.15,High,24.57,3.05,300.09,23.31,2023-08-20,9.5,55.4,318.0
861,Pinot Noir,Barossa Valley,2.88,High,25.53,4.01,294.4,19.38,2023-09-30,8.7,32.9,233.2
862,Cabernet Sauvignon,Barossa Valley,3.03,High,23.12,3.2,233.55,22.12,2023-09-28,9.1,66.4,318.9
863,Chardonnay,Bordeaux,1.12,Low,13.55,4.13,162.04,11.04,2023-09-18,6.0,68.3,205.5
864,Chardonnay,Barossa Valley,2.38,Medium,20.9,3.61,126.6,15.02,2023-08-11,8.5,33.1,576.4
865,Pinot Noir,Tuscany,3.19,High,29.69,3.41,81.76,14.71,2023-09-01,10.3,51.3,389.8
866,Cabernet Sauvignon,Sonoma,3.18,High,28.75,3.61,156.47,19.53,2023-08-06,8.7,42.1,783.9
867,Sauvignon Blanc,Sonoma,2.14,Medium,10.86,3.52,173.95,15.34,2023-08-12,10.4,45.7,316.2
868,Syrah,Mendoza,1.49,Low,13.3,3.86,252.75,12.23,2023-09-29,7.4,37.2,407.5
869,Riesling,Mendoza,2.5,Medium,12.63,3.2,247.45,18.95,2023-08-15,10.9,53.1,414.7
870,Syrah,Sonoma,3.2,High,24.52,3.29,71.03,22.22,2023-08-19,9.5,68.3,205.1
871,Sauvignon Blanc,Loire Valley,2.44,Medium,26.36,4.05,168.58,15.73,2023-09-23,7.3,50.1,703.5
872,Zinfandel,Mendoza,1.46,Low,14.27,4.13,104.53,11.98,2023-09-28,7.4,33.3,219.2
873,Chardonnay,Bordeaux,2.3,Medium,20.12,4.05,97.04,12.95,2023-09-20,9.8,54.8,764.1
874,Cabernet Sauvignon,Barossa Valley,3.05,High,26.81,3.39,298.19,13.56,2023-09-02,11.0,43.6,735.2
875,Chardonnay,Sonoma,2.5,Medium,24.66,3.89,62.57,14.5,2023-09-11,8.5,64.2,521.3
876,Merlot,Rioja,2.54,High,20.84,3.47,175.75,19.64,2023-09-08,7.5,47.4,526.2
877,Chardonnay,Mendoza,3.18,High,21.81,3.5,100.46,19.01,2023-08-28,11.2,37.7,592.3
878,Chardonnay,Sonoma,2.87,High,20.17,3.09,313.8,20.44,2023-08-13,10.0,37.6,432.2
879,Sauvignon Blanc,Tuscany,2.14,Medium,15.95,3.63,217.11,15.44,2023-08-24,8.7,60.8,588.3
880,Sauvignon Blanc,Napa Valley,2.85,High,21.3,3.06,119.41,22.36,2023-08-20,8.9,40.6,226.9
881,Sauvignon Blanc,Barossa Valley,2.17,Medium,23.78,3.26,200.73,13.06,2023-09-09,7.2,60.7,232.4
882,Syrah,Sonoma,3.03,High,27.47,4.0,269.45,17.04,2023-09-30,9.8,38.2,474.3
883,Merlot,Napa Valley,2.83,High,22.73,3.09,337.44,22.01,2023-09-25,8.2,42.9,529.8
884,Zinfandel,Mendoza,2.94,High,25.22,2.9,116.13,12.7,2023-09-13,12.0,48.6,732.7
885,Zinfandel,Napa Valley,1.64,Medium,13.2,2.9,315.85,11.65,2023-09-07,8.9,67.7,262.8
886,Sauvignon Blanc,Barossa Valley,2.68,High,19.23,4.12,330.29,23.26,2023-09-15,8.9,67.3,693.6
887,Cabernet Sauvignon,Sonoma,1.92,Medium,10.19,3.51,324.93,15.14,2023-09-16,9.4,38.3,326.0
888,Syrah,Tuscany,2.86,High,14.93,3.37,240.62,20.26,2023-09-02,11.5,44.3,436.5
889,Pinot Noir,Loire Valley,2.59,High,24.53,3.94,238.95,10.38,2023-08-25,10.8,36.0,390.0
890,Cabernet Sauvignon,Mendoza,3.21,High,29.84,3.97,170.96,20.35,2023-09-21,8.7,50.4,440.1
891,Riesling,Sonoma,2.09,Medium,11.98,3.27,275.72,14.74,2023-08-11,10.3,48.4,290.3
892,Riesling,Barossa Valley,2.05,Medium,18.03,3.77,209.39,10.84,2023-09-04,9.5,66.0,502.1
893,Cabernet Sauvignon,Mendoza,2.97,High,26.0,3.88,253.23,19.15,2023-08-23,9.0,67.2,681.0
894,Sauvignon Blanc,Bordeaux,1.63,Medium,14.08,3.72,178.54,13.61,2023-08-03,7.2,45.3,464.9
895,Pinot Noir,Napa Valley,2.4,Medium,21.1,3.01,269.45,15.8,2023-08-02,8.8,49.7,494.4
896,Pinot Noir,Loire Valley,2.08,Medium,24.66,4.03,297.34,11.21,2023-08-11,7.5,65.8,709.3
897,Syrah,Barossa Valley,2.79,High,22.32,3.55,93.93,12.21,2023-08-19,11.5,62.3,623.6
898,Pinot Noir,Bordeaux,1.78,Medium,13.76,3.2,299.88,14.47,2023-08-15,8.0,30.1,494.3
899,Riesling,Rioja,2.44,Medium,17.11,3.4,212.09,11.35,2023-08-31,11.7,42.8,354.6
900,Merlot,Sonoma,3.11,High,25.68,2.85,303.4,23.66,2023-08-03,9.2,46.9,731.0
901,Sauvignon Blanc,Tuscany,2.17,Medium,21.08,2.98,179.39,10.09,2023-08-08,9.8,39.2,546.2
902,Pinot Noir,Mendoza,1.95,Medium,10.1,3.87,163.71,17.26,2023-09-17,9.3,38.0,332.7
903,Syrah,Napa Valley,1.99,Medium,25.22,2.8,324.52,11.85,2023-09-13,6.8,31.5,361.5
904,Riesling,Mendoza,1.7,Medium,10.71,3.38,125.35,14.62,2023-09-15,8.3,55.7,681.9
905,Merlot,Loire Valley,2.79,High,24.91,3.53,303.26,23.89,2023-09-02,6.6,40.5,226.5
906,Chardonnay,Sonoma,1.87,Medium,14.05,2.88,195.21,12.43,2023-08-06,9.7,32.1,795.3
907,Chardonnay,Mendoza,3.23,High,29.16,4.16,204.23,24.49,2023-09-04,8.7,39.2,278.2
908,Merlot,Napa Valley,2.34,Medium,17.36,3.12,142.54,13.09,2023-08-16,10.7,62.1,677.6
909,Riesling,Sonoma,2.28,Medium,16.54,3.23,221.91,21.12,2023-08-05,7.3,64.1,436.9
910,Syrah,Mendoza,1.82,Medium,12.98,3.23,147.56,18.2,2023-08-19,7.0,49.3,495.3
911,Merlot,Tuscany,2.47,Medium,16.11,3.12,61.78,23.27,2023-09-24,8.4,46.6,728.4
912,Sauvignon Blanc,Barossa Valley,3.36,High,27.53,2.8,131.6,18.31,2023-09-03,11.6,69.1,447.7
913,Sauvignon Blanc,Sonoma,3.37,High,29.93,3.82,51.91,18.02,2023-08-01,10.3,38.0,522.5
914,Chardonnay,Barossa Valley,1.89,Medium,17.37,4.15,343.51,12.93,2023-09-27,8.5,38.6,229.6
915,Pinot Noir,Rioja,2.12,Medium,18.97,3.11,339.72,12.49,2023-08-07,9.1,41.7,201.4
916,Syrah,Sonoma,2.69,High,24.44,3.73,168.55,23.75,2023-08-24,6.5,36.9,346.9
917,Chardonnay,Tuscany,3.29,High,27.72,3.84,268.51,14.92,2023-09-19,11.9,45.2,608.3
918,Pinot Noir,Barossa Valley,2.63,High,21.86,3.99,153.74,15.58,2023-08-25,10.0,66.4,272.8
919,Pinot Noir,Bordeaux,2.49,Medium,17.83,3.39,251.33,21.4,2023-09-13,7.7,54.6,268.3
920,Zinfandel,Napa Valley,2.35,Medium,18.25,3.22,291.63,15.08,2023-09-14,9.5,46.5,446.6
921,Sauvignon Blanc,Bordeaux,2.69,High,23.91,3.26,334.03,24.28,2023-08-08,6.7,67.4,588.7
922,Riesling,Mendoza,2.63,High,10.06,3.8,170.06,21.07,2023-08-20,11.8,31.9,627.2
923,Cabernet Sauvignon,Tuscany,2.4,Medium,22.39,3.94,284.99,18.96,2023-08-28,7.0,38.4,307.1
924,Riesling,Bordeaux,2.76,High,17.11,3.05,129.78,23.21,2023-09-21,9.9,52.6,247.8
925,Cabernet Sauvignon,Sonoma,2.21,Medium,25.88,3.32,347.1,10.74,2023-09-21,7.5,54.6,764.2
926,Merlot,Mendoza,1.95,Medium,11.86,4.06,57.73,13.86,2023-09-23,10.3,31.6,356.4
927,Sauvignon Blanc,Mendoza,2.85,High,21.76,3.93,231.06,16.98,2023-08-12,10.7,46.1,712.0
928,Pinot Noir,Bordeaux,2.3,Medium,19.62,4.18,247.85,13.4,2023-08-16,10.0,56.0,718.1
929,Syrah,Rioja,3.04,High,22.85,3.86,256.41,21.16,2023-08-04,9.7,57.9,663.5
930,Cabernet Sauvignon,Bordeaux,2.74,High,11.3,3.35,86.12,23.79,2023-09-26,11.4,55.5,301.3
931,Riesling,Rioja,2.17,Medium,21.6,3.63,331.56,16.36,2023-09-23,6.5,42.8,693.1
932,Pinot Noir,Tuscany,2.29,Medium,21.23,3.73,104.35,15.13,2023-08-04,8.0,33.7,661.6
933,Cabernet Sauvignon,Napa Valley,2.58,High,21.21,2.91,236.83,24.42,2023-08-28,7.5,47.1,558.0
934,Cabernet Sauvignon,Bordeaux,3.14,High,22.07,3.56,116.8,16.67,2023-09-07,11.9,35.2,402.3
935,Zinfandel,Loire Valley,2.61,High,23.53,3.79,142.16,17.34,2023-08-26,8.3,67.9,357.5
936,Cabernet Sauvignon,Rioja,2.93,High,26.1,3.03,213.94,15.27,2023-09-26,10.4,49.0,273.1
937,Syrah,Bordeaux,2.71,High,15.4,3.89,175.16,23.64,2023-09-22,10.1,42.7,505.9
938,Sauvignon Blanc,Barossa Valley,2.75,High,26.5,3.62,98.07,18.53,2023-09-03,7.3,60.7,551.2
939,Syrah,Sonoma,2.44,Medium,19.97,4.13,101.28,21.43,2023-08-15,7.4,49.9,415.6
940,Chardonnay,Loire Valley,2.02,Medium,11.54,2.86,175.44,22.18,2023-08-11,7.7,42.4,485.2
941,Pinot Noir,Loire Valley,1.75,Medium,11.17,3.17,277.18,15.13,2023-08-02,8.5,62.5,418.1
942,Sauvignon Blanc,Rioja,2.03,Medium,16.68,3.64,319.39,16.51,2023-09-02,7.4,64.7,584.6
943,Zinfandel,Barossa Valley,2.69,High,25.7,3.22,75.24,22.73,2023-08-14,6.1,56.9,740.8
944,Sauvignon Blanc,Barossa Valley,3.02,High,24.15,3.8,167.93,15.45,2023-08-09,11.3,31.9,298.4
945,Sauvignon Blanc,Mendoza,3.62,Premium,25.77,3.86,80.07,21.91,2023-09-15,11.8,52.7,428.8
946,Riesling,Rioja,2.61,High,20.35,2.94,54.98,24.11,2023-08-21,8.0,60.5,284.5
947,Sauvignon Blanc,Napa Valley,2.48,Medium,18.8,3.52,248.52,19.35,2023-09-30,8.0,35.5,575.0
948,Zinfandel,Sonoma,1.92,Medium,12.95,3.51,230.73,21.12,2023-09-04,6.0,39.1,637.3
949,Syrah,Tuscany,2.83,High,16.56,3.32,98.91,22.08,2023-09-21,10.1,65.3,759.1
950,Sauvignon Blanc,Loire Valley,3.0,High,18.68,4.11,120.14,22.68,2023-08-28,11.0,30.8,367.3
951,Merlot,Tuscany,1.54,Medium,11.77,3.96,57.11,15.93,2023-08-06,6.9,60.1,770.1
952,Pinot Noir,Bordeaux,1.41,Low,14.41,3.78,300.48,10.77,2023-08-24,7.0,49.0,238.0
953,Sauvignon Blanc,Bordeaux,2.83,High,21.96,3.8,342.41,16.03,2023-09-27,10.7,47.9,561.8
